Generacja 1
1975610.0537137215, 12, 1.835180531E10
Generacja 100
2021987.244749942, 20, 3.476838539E10
Nadir:,4380, 5627853.298105771
Ideal:,4380000, 39570.92524821728

First population front
Czas podrozy, Zarobek, Stworzony w generacji
2324689.4424336976, 520296, 0
2343424.3451013793, 522766, 1
2366530.780847423, 528299, 1
2405622.403917756, 531484, 1
2413184.9937193994, 533176, 1
2456785.279111929, 534613, 1
2464088.144457733, 536933, 1
2506404.8301623203, 537270, 1
2517969.561103689, 539436, 0
2574388.649678773, 543597, 1
2613536.896704723, 543723, 1
2626615.6054797713, 547454, 1

Middle population front

Last population front
Czas podrozy, Zarobek, Stworzony w generacji
2159141.166043573, 522736, 96
2199936.3846415156, 523470, 99
2207529.1684119366, 529472, 99
2227214.692168179, 532566, 86
2282710.343616379, 533558, 97
2302606.7292337078, 536181, 66
2327326.291523733, 538553, 60
2353567.2968001757, 541848, 87
2380016.9200306484, 543289, 68
2381773.386224294, 544369, 58
2404925.5398972435, 545771, 63
2466581.827340067, 546268, 54
2471237.4841372306, 549508, 64
2498149.594079417, 550167, 83
2560547.480112597, 551535, 77
2604370.8813842367, 554397, 77
2604727.9072353495, 554519, 75
2637679.3917116444, 555861, 97
2673482.1818893077, 556631, 91
2706260.198536131, 559018, 96

