Generacja 1
1940769.712955544, 18, 2.8222891928E10
Generacja 100
2009337.749672691, 28, 4.1442515992E10
Nadir:,4380, 5627853.298105771
Ideal:,4380000, 39570.92524821728

First population front
Czas podrozy, Zarobek, Stworzony w generacji
2341200.7035470214, 513024, 0
2341257.6418408626, 522075, 0
2365606.3918012003, 525653, 0
2382631.2983522504, 527003, 0
2390567.1804769807, 529044, 0
2392109.5880147866, 529957, 0
2429976.842145251, 532451, 1
2447739.769038837, 535179, 0
2475268.358762409, 535249, 0
2488761.715510645, 537338, 1
2502296.3311355677, 537611, 1
2530902.6171936938, 538027, 1
2561328.5471536126, 538468, 1
2564638.2495633727, 543226, 1
2639786.35615313, 545142, 1
2669398.2860202063, 545730, 1
2683877.477405748, 547240, 0
2866086.701349779, 548766, 0

Middle population front

Last population front
Czas podrozy, Zarobek, Stworzony w generacji
2145995.683357683, 509248, 61
2176157.08920362, 517665, 80
2207087.9631222226, 519262, 36
2234282.46859315, 520773, 84
2245340.245300423, 523423, 73
2248421.779082083, 524623, 66
2267872.3055592948, 526325, 23
2280776.432756968, 527020, 54
2281973.1981155006, 528985, 75
2306352.7839017143, 536085, 61
2339968.4978463906, 536584, 93
2365782.562147459, 538338, 9
2390664.8711924823, 539790, 10
2430504.8772513606, 541791, 25
2448150.7862462606, 543337, 19
2479861.525023931, 543397, 55
2500062.532408575, 544499, 68
2507779.9233560683, 544690, 24
2512631.1837919, 547262, 37
2532668.4556726106, 547812, 20
2536828.1249562907, 548428, 46
2546159.433815771, 548500, 70
2561598.0387651925, 549259, 78
2643131.8485359917, 551557, 89
2709759.666503673, 551689, 70
2730432.718334191, 551765, 63
2754448.4467948377, 551844, 62
2776542.4410382365, 553560, 9

