Generacja 1
1960421.5735077283, 12, 2.0759649145E10
Generacja 100
2411426.3091366957, 43, 5.2031717494E10
Nadir:,4380, 5627853.298105771
Ideal:,4380000, 39570.92524821728

First population front
Czas podrozy, Zarobek, Stworzony w generacji
2272121.8082586615, 515784, 1
2272661.228947542, 522716, 1
2333966.7457496338, 524969, 1
2357815.257715723, 529281, 1
2394039.110357756, 534225, 0
2402349.3930450687, 539472, 0
2530359.417106973, 540207, 0
2587865.9064172735, 540874, 1
2633695.0653337506, 542269, 0
2641056.7599552637, 543318, 0
2681035.3008401035, 544768, 1
2700021.313805374, 546612, 1

Middle population front

Last population front
Czas podrozy, Zarobek, Stworzony w generacji
1637488.8793180636, 509513, 99
1641388.0400405827, 509963, 98
1641872.935402173, 510430, 99
1650833.0132312519, 510980, 97
1653585.3940834592, 511059, 98
1667506.2153739673, 512526, 98
1695523.362049683, 512857, 97
1707477.4510518734, 514683, 97
1735546.9400845778, 516484, 90
1758102.6558812335, 518929, 85
1778055.3546879573, 519194, 85
1806717.03011711, 519890, 85
1838565.4080663794, 519993, 83
1840725.212206735, 524076, 84
1877787.6469394187, 525626, 83
1882090.7541045833, 526189, 86
1895917.161368294, 526750, 93
1917375.9440563845, 527203, 93
1958676.0336390734, 531102, 91
1967035.0825536232, 531523, 92
1978490.1897479368, 533311, 92
1999177.731672202, 534888, 91
2001748.66452541, 535157, 88
2013991.7214661457, 540203, 81
2021196.8163054085, 540779, 79
2029514.7851772746, 541258, 81
2029744.0804435299, 547798, 99
2124717.5001827916, 547858, 78
2126829.70944838, 547979, 75
2137657.2266235086, 548039, 78
2144745.9747923804, 550814, 95
2259579.112245435, 550918, 60
2270369.919990154, 551520, 57
2288203.5458415174, 552019, 99
2314270.811976183, 561960, 97
2329348.8259660704, 562707, 97
2330292.6963703693, 562746, 97
2359944.1198127875, 563067, 99
2454240.9654708416, 567266, 99
2511132.515314301, 570944, 99
2536978.309629416, 571710, 97
2562169.1818616875, 571927, 92
2563443.463381108, 573045, 99

