Generacja 1
1944183.358617157, 15, 2.3293632261E10
Generacja 300
1987748.8339605907, 25, 3.519177973E10
Nadir:,4380, 5627853.298105771
Ideal:,4380000, 39570.92524821728

First population front
Czas podrozy, Zarobek, Stworzony w generacji
2336142.532041015, 513353, 1
2348760.5074703307, 520968, 1
2350972.6297649248, 523956, 0
2379315.4104706775, 525545, 0
2394878.7693740698, 531030, 1
2435550.500027348, 534135, 1
2440957.2004221524, 534342, 0
2465331.567233876, 534460, 0
2489735.432601487, 535010, 0
2530952.006289924, 536468, 0
2537443.0789099787, 538668, 0
2543318.609825024, 544740, 1
2615914.281435477, 545431, 1
2792739.3043686943, 546509, 0
2843877.80838952, 547999, 1

Middle population front

Last population front
Czas podrozy, Zarobek, Stworzony w generacji
2148355.41266783, 524706, 200
2148580.227441415, 524868, 195
2154795.665063841, 528609, 200
2193357.0691559296, 529079, 144
2201003.1634670277, 529635, 201
2201003.1634670277, 529635, 201
2261142.858526506, 532290, 159
2276026.6474984335, 538137, 256
2337842.255339588, 538366, 195
2347540.4078020384, 539386, 194
2351351.4800734255, 540432, 203
2392074.8494312763, 543259, 296
2433220.0364228403, 545144, 259
2453648.862932111, 545813, 256
2500290.479935532, 547664, 200
2525539.5736344294, 550533, 140
2545212.7520889416, 550862, 255
2551669.6989979097, 551528, 219
2575775.4953573556, 554796, 185
2669083.2285800343, 555672, 55
2701322.5545217907, 555985, 139
2811773.2272979105, 556561, 184
2863668.793642023, 558126, 171
2871148.312205606, 558355, 269
2950311.7419797373, 558745, 249

