Generacja 1
1987503.870999236, 12, 1.9126946369E10
Generacja 100
2006307.3316086621, 28, 4.2838430632E10
Nadir:,4380, 5627853.298105771
Ideal:,4380000, 39570.92524821728

First population front
Czas podrozy, Zarobek, Stworzony w generacji
2286677.1491716853, 520756, 1
2347779.3891871534, 521806, 1
2375362.037541402, 522567, 1
2380181.796387859, 528008, 1
2399186.6202628235, 532286, 0
2412416.4268648755, 532782, 1
2422032.908159801, 533866, 0
2460684.9199114563, 538990, 0
2522221.277229061, 539982, 0
2531963.076872465, 542162, 1
2587852.687837824, 545862, 0
2737191.582277355, 546263, 0

Middle population front

Last population front
Czas podrozy, Zarobek, Stworzony w generacji
2115347.8561608423, 519130, 64
2175674.9352809405, 521531, 76
2199648.017269217, 523364, 87
2219191.0050524226, 524402, 89
2227668.4703397574, 528828, 62
2275405.38326519, 529704, 94
2287439.4912536456, 530501, 87
2295870.631902406, 532744, 85
2295955.195006232, 533245, 65
2308876.7190568703, 534565, 97
2361754.133446027, 534870, 83
2370975.3337578424, 535033, 81
2373638.6944111227, 535855, 90
2382541.5491440436, 538386, 54
2396648.4747535004, 538972, 51
2402618.259758382, 542787, 82
2416735.4493767316, 544295, 87
2453545.207596968, 545553, 88
2515833.822658135, 548322, 76
2559702.6245688368, 548947, 18
2601260.37058437, 549905, 40
2604330.8649025448, 552117, 45
2656947.281463711, 552253, 80
2670838.361511373, 554588, 72
2678293.7707446883, 555324, 36
2764705.583420206, 555409, 75
2820553.5186612774, 555657, 53
2834937.6063515707, 555887, 39

